# Created by CAVA2.0.11 based on MANE release 1.1
GENEID	SYMBOL	Transcript	Protein
LRRC8E	LRRC8E	NM_025061.6	NP_079337.2
MAP2K7	MAP2K7	NM_145185.4	NP_660186.1
TGFBR3L	TGFBR3L	NM_001195259.2	NP_001182188.1
SNAPC2	SNAPC2	NM_003083.4	NP_003074.1
CTXN1	CTXN1	NM_206833.4	NP_996664.1
TIMM44	TIMM44	NM_006351.4	NP_006342.2
ELAVL1	ELAVL1	NM_001419.3	NP_001410.2
CCL25	CCL25	NM_005624.4	NP_005615.2
FBN3	FBN3	NM_032447.5	NP_115823.3
CERS4	CERS4	NM_024552.3	NP_078828.2
CD320	CD320	NM_016579.4	NP_057663.1
NDUFA7	NDUFA7	NM_005001.5	NP_004992.2
RPS28	RPS28	NM_001031.5	NP_001022.1
KANK3	KANK3	NM_198471.3	NP_940873.2
ANGPTL4	ANGPTL4	NM_139314.3	NP_647475.1
RAB11B	RAB11B	NM_004218.4	NP_004209.2
MARCHF2	MARCHF2	NM_001005415.2	NP_001005415.1
HNRNPM	HNRNPM	NM_005968.5	NP_005959.2
PRAM1	PRAM1	NM_032152.5	NP_115528.4
ZNF414	ZNF414	NM_001146175.2	NP_001139647.1
MYO1F	MYO1F	NM_012335.4	NP_036467.2
ADAMTS10	ADAMTS10	NM_030957.4	NP_112219.3
NFILZ	NFILZ	NM_001378600.1	NP_001365529.1
ACTL9	ACTL9	NM_178525.5	NP_848620.3
OR2Z1	OR2Z1	NM_001004699.3	NP_001004699.1
ZNF558	ZNF558	NM_144693.3	NP_653294.1
MBD3L1	MBD3L1	NM_001393532.1	NP_001380461.1
OR1M1	OR1M1	NM_001004456.2	NP_001004456.1
OR7G2	OR7G2	NM_001005193.2	NP_001005193.2
OR7G1	OR7G1	NM_001005192.2	NP_001005192.2
OR7G3	OR7G3	NM_001001958.1	NP_001001958.1
ZNF317	ZNF317	NM_020933.5	NP_065984.3
OR7D2	OR7D2	NM_175883.4	NP_787079.1
OR7E24	OR7E24	NM_001079935.2	NP_001073404.1
OR7D4	OR7D4	NM_001005191.3	NP_001005191.1
ZNF699	ZNF699	NM_198535.3	NP_940937.1
ZNF559	ZNF559	NM_032497.3	NP_115886.1
ZNF177	ZNF177	NM_001172651.2	NP_001166122.1
ZNF266	ZNF266	NM_001370374.1	NP_001357303.1
ZNF560	ZNF560	NM_152476.3	NP_689689.2
ZNF426	ZNF426	NM_024106.3	NP_077011.1
ZNF121	ZNF121	NM_001008727.5	NP_001008727.1
ZNF561	ZNF561	NM_152289.3	NP_689502.2
ZNF562	ZNF562	NM_001130031.2	NP_001123503.1
ZNF846	ZNF846	NM_001077624.3	NP_001071092.1
FBXL12	FBXL12	NM_017703.3	NP_060173.1
UBL5	UBL5	NM_001048241.3	NP_001041706.1
PIN1	PIN1	NM_006221.4	NP_006212.1
OLFM2	OLFM2	NM_058164.4	NP_477512.1
COL5A3	COL5A3	NM_015719.4	NP_056534.2
RDH8	RDH8	NM_015725.4	NP_056540.3
SHFL	SHFL	NM_018381.4	NP_060851.2
ANGPTL6	ANGPTL6	NM_031917.3	NP_114123.2
PPAN	PPAN	NM_020230.7	NP_064615.3
P2RY11	P2RY11	NM_002566.5	NP_002557.2
EIF3G	EIF3G	NM_003755.5	NP_003746.2
DNMT1	DNMT1	NM_001130823.3	NP_001124295.1
S1PR2	S1PR2	NM_004230.4	NP_004221.3
MRPL4	MRPL4	NM_015956.3	NP_057040.2
ICAM1	ICAM1	NM_000201.3	NP_000192.2
ICAM4	ICAM4	NM_001544.5	NP_001535.1
ICAM5	ICAM5	NM_003259.4	NP_003250.3
ZGLP1	ZGLP1	NM_001409033.1	NP_001395962.1
FDX2	FDX2	NM_001397406.1	NP_001384335.1
RAVER1	RAVER1	NM_133452.3	NP_597709.3
ICAM3	ICAM3	NM_002162.5	NP_002153.2
TYK2	TYK2	NM_003331.5	NP_003322.3
CDC37	CDC37	NM_007065.4	NP_008996.1
PDE4A	PDE4A	NM_001111307.2	NP_001104777.1
KEAP1	KEAP1	NM_203500.2	NP_987096.1
S1PR5	S1PR5	NM_030760.5	NP_110387.1
ATG4D	ATG4D	NM_032885.6	NP_116274.3
KRI1	KRI1	NM_023008.5	NP_075384.4
CDKN2D	CDKN2D	NM_001800.4	NP_001791.1
AP1M2	AP1M2	NM_005498.5	NP_005489.2
SLC44A2	SLC44A2	NM_020428.4	NP_065161.3
ILF3	ILF3	NM_017620.3	NP_060090.2
QTRT1	QTRT1	NM_031209.3	NP_112486.1
DNM2	DNM2	NM_001005361.3	NP_001005361.1
TMED1	TMED1	NM_006858.4	NP_006849.1
C19orf38	C19orf38	NM_001136482.3	NP_001129954.1
CARM1	CARM1	NM_199141.2	NP_954592.1
YIPF2	YIPF2	NM_001321439.2	NP_001308368.1
TIMM29	TIMM29	NM_138358.4	NP_612367.1
SMARCA4	SMARCA4	NM_003072.5	NP_003063.2
SMARCA4	SMARCA4	NM_001387283.1	NP_001374212.1
LDLR	LDLR	NM_000527.5	NP_000518.1
SPC24	SPC24	NM_182513.4	NP_872319.1
KANK2	KANK2	NM_001136191.3	NP_001129663.1
DOCK6	DOCK6	NM_020812.4	NP_065863.2
ANGPTL8	ANGPTL8	NM_018687.7	NP_061157.3
TSPAN16	TSPAN16	NM_001282509.2	NP_001269438.1
RAB3D	RAB3D	NM_004283.4	NP_004274.1
TMEM205	TMEM205	NM_198536.3	NP_940938.1
CCDC159	CCDC159	NM_001080503.3	NP_001073972.2
PLPPR2	PLPPR2	NM_001393892.1	NP_001380821.1
SWSAP1	SWSAP1	NM_175871.4	NP_787067.3
EPOR	EPOR	NM_000121.4	NP_000112.1
RGL3	RGL3	NM_001035223.4	NP_001030300.3
ODAD3	ODAD3	NM_145045.5	NP_659482.3
PRKCSH	PRKCSH	NM_001289104.2	NP_001276033.1
ELAVL3	ELAVL3	NM_001420.4	NP_001411.2
ZNF653	ZNF653	NM_138783.4	NP_620138.2
ECSIT	ECSIT	NM_016581.5	NP_057665.2
CNN1	CNN1	NM_001299.6	NP_001290.2
ELOF1	ELOF1	NM_032377.4	NP_115753.1
ACP5	ACP5	NM_001611.5	NP_001602.1
ZNF627	ZNF627	NM_145295.4	NP_660338.1
ZNF823	ZNF823	NM_001080493.4	NP_001073962.1
ZNF441	ZNF441	NM_152355.3	NP_689568.2
ZNF491	ZNF491	NM_152356.4	NP_689569.2
ZNF440	ZNF440	NM_152357.3	NP_689570.2
ZNF439	ZNF439	NM_001348719.2	NP_001335648.1
ZNF69	ZNF69	NM_001364730.1	NP_001351659.1
ZNF700	ZNF700	NM_144566.3	NP_653167.1
ZNF763	ZNF763	NM_001367172.2	NP_001354101.1
ZNF433	ZNF433	NM_001308348.2	NP_001295277.1
ZNF878	ZNF878	NM_001080404.3	NP_001073873.2
ZNF844	ZNF844	NM_001136501.3	NP_001129973.1
ZNF20	ZNF20	NM_021143.4	NP_066966.2
ZNF625	ZNF625	NM_145233.4	NP_660276.2
ZNF136	ZNF136	NM_003437.5	NP_003428.1
ZNF44	ZNF44	NM_016264.4	NP_057348.3
ZNF563	ZNF563	NM_145276.3	NP_660319.1
ZNF442	ZNF442	NM_030824.3	NP_110451.1
ZNF799	ZNF799	NM_001080821.3	NP_001074290.1
ZNF443	ZNF443	NM_005815.5	NP_005806.3
ZNF709	ZNF709	NM_152601.4	NP_689814.1
ZNF564	ZNF564	NM_144976.4	NP_659413.1
ZNF490	ZNF490	NM_020714.3	NP_065765.1
ZNF791	ZNF791	NM_153358.3	NP_699189.2
MAN2B1	MAN2B1	NM_000528.4	NP_000519.2
WDR83	WDR83	NM_001099737.3	NP_001093207.1
WDR83OS	WDR83OS	NM_016145.4	NP_057229.1
DHPS	DHPS	NM_001930.4	NP_001921.1
GNG14	GNG14	NM_001316692.2	NP_001303621.1
FBXW9	FBXW9	NM_032301.3	NP_115677.2
TNPO2	TNPO2	NM_001382241.1	NP_001369170.1
TRIR	TRIR	NM_024038.4	NP_076943.1
GET3	GET3	NM_004317.4	NP_004308.2
BEST2	BEST2	NM_017682.3	NP_060152.2
HOOK2	HOOK2	NM_013312.3	NP_037444.2
JUNB	JUNB	NM_002229.3	NP_002220.1
PRDX2	PRDX2	NM_005809.6	NP_005800.3
THSD8	THSD8	NM_001386800.1	NP_001373729.1
RNASEH2A	RNASEH2A	NM_006397.3	NP_006388.2
RTBDN	RTBDN	NM_001270441.2	NP_001257370.2
MAST1	MAST1	NM_014975.3	NP_055790.1
DNASE2	DNASE2	NM_001375.3	NP_001366.1
KLF1	KLF1	NM_006563.5	NP_006554.1
GCDH	GCDH	NM_000159.4	NP_000150.1
SYCE2	SYCE2	NM_001105578.2	NP_001099048.1
FARSA	FARSA	NM_004461.3	NP_004452.1
CALR	CALR	NM_004343.4	NP_004334.1
RAD23A	RAD23A	NM_005053.4	NP_005044.1
GADD45GIP1	GADD45GIP1	NM_052850.4	NP_443082.2
DAND5	DAND5	NM_152654.3	NP_689867.1
NFIX	NFIX	NM_001365902.3	NP_001352831.1
LYL1	LYL1	NM_005583.5	NP_005574.2
TRMT1	TRMT1	NM_001136035.4	NP_001129507.1
NACC1	NACC1	NM_052876.4	NP_443108.1
STX10	STX10	NM_003765.3	NP_003756.1
IER2	IER2	NM_004907.3	NP_004898.2
CACNA1A	CACNA1A	NM_001127222.2	NP_001120694.1
YJU2B	YJU2B	NM_030818.4	NP_110445.1
MRI1	MRI1	NM_001031727.4	NP_001026897.1
C19orf53	C19orf53	NM_014047.3	NP_054766.1
ZSWIM4	ZSWIM4	NM_001367834.3	NP_001354763.1
NANOS3	NANOS3	NM_001098622.3	NP_001092092.1
BRME1	BRME1	NM_001345843.2	NP_001332772.2
CC2D1A	CC2D1A	NM_017721.5	NP_060191.3
PODNL1	PODNL1	NM_001370095.3	NP_001357024.2
DCAF15	DCAF15	NM_138353.4	NP_612362.2
RFX1	RFX1	NM_002918.5	NP_002909.4
RLN3	RLN3	NM_080864.4	NP_543140.1
IL27RA	IL27RA	NM_004843.4	NP_004834.1
PALM3	PALM3	NM_001145028.2	NP_001138500.2
MISP3	MISP3	NM_001291291.2	NP_001278220.1
C19orf67	C19orf67	NM_001277378.2	NP_001264307.1
PRKACA	PRKACA	NM_002730.4	NP_002721.1
ASF1B	ASF1B	NM_018154.3	NP_060624.1
ADGRL1	ADGRL1	NM_014921.5	NP_055736.2
ADGRE5	ADGRE5	NM_078481.4	NP_510966.1
DDX39A	DDX39A	NM_005804.4	NP_005795.2
PKN1	PKN1	NM_002741.5	NP_002732.3
PTGER1	PTGER1	NM_000955.3	NP_000946.2
GIPC1	GIPC1	NM_005716.4	NP_005707.1
DNAJB1	DNAJB1	NM_006145.3	NP_006136.1
TECR	TECR	NM_138501.6	NP_612510.1
NDUFB7	NDUFB7	NM_004146.6	NP_004137.2
CLEC17A	CLEC17A	NM_001204118.2	NP_001191047.1
ADGRE3	ADGRE3	NM_032571.5	NP_115960.2
ZNF333	ZNF333	NM_032433.4	NP_115809.1
ADGRE2	ADGRE2	NM_013447.4	NP_038475.2
OR7C1	OR7C1	NM_001370485.4	NP_001357414.2
OR7A5	OR7A5	NM_017506.2	NP_059976.1
OR7A10	OR7A10	NM_001005190.2	NP_001005190.1
OR7A17	OR7A17	NM_030901.2	NP_112163.1
OR7C2	OR7C2	NM_012377.1	NP_036509.1
SLC1A6	SLC1A6	NM_005071.3	NP_005062.1
CCDC105	CCDC105	NM_173482.3	NP_775753.2
CASP14	CASP14	NM_012114.3	NP_036246.1
OR1I1	OR1I1	NM_001004713.2	NP_001004713.1
SYDE1	SYDE1	NM_033025.6	NP_149014.3
ILVBL	ILVBL	NM_006844.5	NP_006835.2
NOTCH3	NOTCH3	NM_000435.3	NP_000426.2
EPHX3	EPHX3	NM_024794.3	NP_079070.1
BRD4	BRD4	NM_001379291.1	NP_001366220.1
AKAP8	AKAP8	NM_005858.4	NP_005849.1
AKAP8L	AKAP8L	NM_014371.4	NP_055186.3
WIZ	WIZ	NM_001371589.1	NP_001358518.1
RASAL3	RASAL3	NM_022904.3	NP_075055.1
PGLYRP2	PGLYRP2	NM_052890.4	NP_443122.3
CYP4F22	CYP4F22	NM_173483.4	NP_775754.2
CYP4F8	CYP4F8	NM_007253.4	NP_009184.1
CYP4F3	CYP4F3	NM_000896.3	NP_000887.2
CYP4F12	CYP4F12	NM_023944.4	NP_076433.3
OR10H2	OR10H2	NM_013939.2	NP_039227.1
OR10H3	OR10H3	NM_013938.2	NP_039226.1
OR10H5	OR10H5	NM_001004466.2	NP_001004466.1
OR10H1	OR10H1	NM_013940.4	NP_039228.1
CYP4F2	CYP4F2	NM_001082.5	NP_001073.3
CYP4F11	CYP4F11	NM_021187.4	NP_067010.3
OR10H4	OR10H4	NM_001004465.1	NP_001004465.1
TPM4	TPM4	NM_003290.3	NP_003281.1
RAB8A	RAB8A	NM_005370.5	NP_005361.2
HSH2D	HSH2D	NM_001382417.1	NP_001369346.1
CIB3	CIB3	NM_054113.4	NP_473454.1
FAM32A	FAM32A	NM_014077.4	NP_054796.1
AP1M1	AP1M1	NM_032493.4	NP_115882.1
KLF2	KLF2	NM_016270.4	NP_057354.1
EPS15L1	EPS15L1	NM_001258374.3	NP_001245303.1
CALR3	CALR3	NM_145046.5	NP_659483.2
C19orf44	C19orf44	NM_032207.4	NP_115583.1
CHERP	CHERP	NM_006387.6	NP_006378.3
SLC35E1	SLC35E1	NM_024881.5	NP_079157.3
MED26	MED26	NM_004831.5	NP_004822.2
SMIM7	SMIM7	NM_024104.4	NP_077009.2
TMEM38A	TMEM38A	NM_024074.4	NP_076979.1
NWD1	NWD1	NM_001007525.5	NP_001007526.3
SIN3B	SIN3B	NM_001297595.2	NP_001284524.1
F2RL3	F2RL3	NM_003950.4	NP_003941.2
CPAMD8	CPAMD8	NM_015692.5	NP_056507.3
HAUS8	HAUS8	NM_033417.2	NP_219485.1
MYO9B	MYO9B	NM_004145.4	NP_004136.2
USE1	USE1	NM_018467.4	NP_060937.2
OCEL1	OCEL1	NM_024578.3	NP_078854.1
NR2F6	NR2F6	NM_005234.4	NP_005225.2
USHBP1	USHBP1	NM_031941.4	NP_114147.2
BABAM1	BABAM1	NM_014173.4	NP_054892.2
ANKLE1	ANKLE1	NM_152363.6	NP_689576.6
ABHD8	ABHD8	NM_024527.5	NP_078803.4
MRPL34	MRPL34	NM_023937.4	NP_076426.1
DDA1	DDA1	NM_024050.6	NP_076955.1
ANO8	ANO8	NM_020959.3	NP_066010.1
GTPBP3	GTPBP3	NM_032620.4	NP_116009.2
PLVAP	PLVAP	NM_031310.3	NP_112600.1
CCDC194	CCDC194	NM_001395222.1	NP_001382151.1
BST2	BST2	NM_004335.4	NP_004326.1
MVB12A	MVB12A	NM_138401.4	NP_612410.1
TMEM221	TMEM221	NM_001190844.2	NP_001177773.1
NXNL1	NXNL1	NM_138454.2	NP_612463.1
SLC27A1	SLC27A1	NM_198580.3	NP_940982.1
PGLS	PGLS	NM_012088.3	NP_036220.1
NIBAN3	NIBAN3	NM_001321827.2	NP_001308756.2
COLGALT1	COLGALT1	NM_024656.4	NP_078932.2
UNC13A	UNC13A	NM_001080421.3	NP_001073890.2
MAP1S	MAP1S	NM_018174.6	NP_060644.4
FCHO1	FCHO1	NM_015122.3	NP_055937.1
B3GNT3	B3GNT3	NM_014256.4	NP_055071.2
INSL3	INSL3	NM_005543.4	NP_005534.2
JAK3	JAK3	NM_000215.4	NP_000206.2
RPL18A	RPL18A	NM_000980.4	NP_000971.1
SLC5A5	SLC5A5	NM_000453.3	NP_000444.1
CCDC124	CCDC124	NM_001136203.2	NP_001129675.1
KCNN1	KCNN1	NM_001386974.1	NP_001373903.1
ARRDC2	ARRDC2	NM_015683.2	NP_056498.1
IL12RB1	IL12RB1	NM_005535.3	NP_005526.1
MAST3	MAST3	NM_001393504.1	NP_001380433.1
PIK3R2	PIK3R2	NM_005027.4	NP_005018.2
IFI30	IFI30	NM_006332.5	NP_006323.2
MPV17L2	MPV17L2	NM_032683.3	NP_116072.2
RAB3A	RAB3A	NM_002866.5	NP_002857.1
PDE4C	PDE4C	NM_001098818.4	NP_001092288.1
LOC729966	LOC729966	NM_001396036.2	NP_001382965.1
IQCN	IQCN	NM_001145304.2	NP_001138776.1
JUND	JUND	NM_005354.6	NP_005345.3
LSM4	LSM4	NM_012321.5	NP_036453.1
PGPEP1	PGPEP1	NM_017712.4	NP_060182.1
GDF15	GDF15	NM_004864.4	NP_004855.2
LRRC25	LRRC25	NM_145256.3	NP_660299.2
SSBP4	SSBP4	NM_032627.5	NP_116016.1
ISYNA1	ISYNA1	NM_016368.5	NP_057452.1
ELL	ELL	NM_006532.4	NP_006523.1
FKBP8	FKBP8	NM_012181.5	NP_036313.3
KXD1	KXD1	NM_024069.4	NP_076974.2
UBA52	UBA52	NM_001033930.3	NP_001029102.1
REX1BD	REX1BD	NM_001100418.2	NP_001093888.1
CRLF1	CRLF1	NM_004750.5	NP_004741.1
TMEM59L	TMEM59L	NM_012109.3	NP_036241.1
KLHL26	KLHL26	NM_018316.3	NP_060786.1
CRTC1	CRTC1	NM_015321.3	NP_056136.2
COMP	COMP	NM_000095.3	NP_000086.2
UPF1	UPF1	NM_002911.4	NP_002902.2
CERS1	CERS1	NM_021267.5	NP_067090.1
GDF1	GDF1	NM_001492.6	NP_001483.3
COPE	COPE	NM_007263.4	NP_009194.2
DDX49	DDX49	NM_019070.5	NP_061943.2
HOMER3	HOMER3	NM_004838.4	NP_004829.3
SUGP2	SUGP2	NM_001017392.5	NP_001017392.2
ARMC6	ARMC6	NM_001199196.2	NP_001186125.1
SLC25A42	SLC25A42	NM_178526.5	NP_848621.2
TMEM161A	TMEM161A	NM_017814.3	NP_060284.1
MEF2B	MEF2B	NM_001145785.2	NP_001139257.1
BORCS8	BORCS8	NM_001145784.2	NP_001139256.1
RFXANK	RFXANK	NM_003721.4	NP_003712.1
NR2C2AP	NR2C2AP	NM_176880.6	NP_795361.1
NCAN	NCAN	NM_004386.3	NP_004377.2
HAPLN4	HAPLN4	NM_023002.3	NP_075378.1
TM6SF2	TM6SF2	NM_001001524.3	NP_001001524.2
SUGP1	SUGP1	NM_172231.4	NP_757386.2
MAU2	MAU2	NM_015329.4	NP_056144.3
GATAD2A	GATAD2A	NM_001384528.1	NP_001371457.1
TSSK6	TSSK6	NM_032037.4	NP_114426.1
NDUFA13	NDUFA13	NM_015965.7	NP_057049.5
YJEFN3	YJEFN3	NM_198537.4	NP_940939.2
CILP2	CILP2	NM_153221.2	NP_694953.2
PBX4	PBX4	NM_025245.3	NP_079521.1
LPAR2	LPAR2	NM_001395660.1	NP_001382589.1
GMIP	GMIP	NM_016573.4	NP_057657.2
ATP13A1	ATP13A1	NM_020410.3	NP_065143.2
ZNF101	ZNF101	NM_033204.4	NP_149981.2
ZNF14	ZNF14	NM_021030.3	NP_066358.2
ZNF506	ZNF506	NM_001099269.3	NP_001092739.1
ZNF253	ZNF253	NM_021047.3	NP_066385.2
ZNF93	ZNF93	NM_031218.4	NP_112495.2
ZNF682	ZNF682	NM_033196.3	NP_149973.1
ZNF90	ZNF90	NM_007138.2	NP_009069.1
ZNF486	ZNF486	NM_052852.4	NP_443084.2
ZNF737	ZNF737	NM_001159293.2	NP_001152765.1
ZNF626	ZNF626	NM_001076675.3	NP_001070143.1
ZNF66	ZNF66	NM_001355197.2	NP_001342126.2
ZNF85	ZNF85	NM_003429.5	NP_003420.2
ZNF430	ZNF430	NM_025189.4	NP_079465.3
ZNF714	ZNF714	NM_182515.4	NP_872321.2
ZNF431	ZNF431	NM_133473.4	NP_597730.2
ZNF708	ZNF708	NM_021269.3	NP_067092.2
ZNF738	ZNF738	NM_001355237.2	NP_001342166.1
ZNF493	ZNF493	NM_001076678.3	NP_001070146.1
ZNF429	ZNF429	NM_001001415.4	NP_001001415.2
ZNF100	ZNF100	NM_173531.4	NP_775802.2
ZNF43	ZNF43	NM_003423.4	NP_003414.2
ZNF208	ZNF208	NM_007153.3	NP_009084.2
ZNF257	ZNF257	NM_033468.4	NP_258429.2
ZNF676	ZNF676	NM_001001411.3	NP_001001411.2
ZNF729	ZNF729	NM_001242680.2	NP_001229609.1
ZNF98	ZNF98	NM_001098626.2	NP_001092096.1
ZNF492	ZNF492	NM_020855.3	NP_065906.1
ZNF99	ZNF99	NM_001080409.3	NP_001073878.2
ZNF723	ZNF723	NM_001349726.2	NP_001336655.1
ZNF728	ZNF728	NM_001267716.2	NP_001254645.1
ZNF730	ZNF730	NM_001277403.2	NP_001264332.1
ZNF724	ZNF724	NM_001355404.2	NP_001342333.1
ZNF91	ZNF91	NM_003430.4	NP_003421.2
ZNF675	ZNF675	NM_138330.3	NP_612203.2
ZNF681	ZNF681	NM_138286.3	NP_612143.2
RPSA2	RPSA2	NM_001355283.3	NP_001342212.1
ZNF726	ZNF726	NM_001244038.2	NP_001230967.1
ZNF254	ZNF254	NM_203282.4	NP_975011.3
UQCRFS1	UQCRFS1	NM_006003.3	NP_005994.2
VSTM2B	VSTM2B	NM_001146339.2	NP_001139811.1
POP4	POP4	NM_006627.3	NP_006618.1
PLEKHF1	PLEKHF1	NM_024310.5	NP_077286.3
C19orf12	C19orf12	NM_031448.6	NP_113636.2
CCNE1	CCNE1	NM_001238.4	NP_001229.1
URI1	URI1	NM_003796.3	NP_003787.2
ZNF536	ZNF536	NM_014717.3	NP_055532.1
TSHZ3	TSHZ3	NM_020856.4	NP_065907.2
ZNF507	ZNF507	NM_001136156.2	NP_001129628.1
DPY19L3	DPY19L3	NM_001172774.2	NP_001166245.1
PDCD5	PDCD5	NM_004708.4	NP_004699.1
ANKRD27	ANKRD27	NM_032139.3	NP_115515.2
RGS9BP	RGS9BP	NM_207391.3	NP_997274.2
NUDT19	NUDT19	NM_001105570.2	NP_001099040.1
TDRD12	TDRD12	NM_001366102.1	NP_001353031.1
SLC7A9	SLC7A9	NM_014270.5	NP_055085.1
CEP89	CEP89	NM_032816.5	NP_116205.3
FAAP24	FAAP24	NM_152266.5	NP_689479.1
RHPN2	RHPN2	NM_033103.5	NP_149094.3
GPATCH1	GPATCH1	NM_018025.3	NP_060495.2
WDR88	WDR88	NM_173479.4	NP_775750.3
LRP3	LRP3	NM_002333.4	NP_002324.2
SLC7A10	SLC7A10	NM_019849.3	NP_062823.1
CEBPA	CEBPA	NM_004364.5	NP_004355.2
CEBPG	CEBPG	NM_001806.4	NP_001797.1
PEPD	PEPD	NM_000285.4	NP_000276.2
CHST8	CHST8	NM_001127895.2	NP_001121367.1
KCTD15	KCTD15	NM_001129994.2	NP_001123466.1
LSM14A	LSM14A	NM_015578.4	NP_056393.2
GARRE1	GARRE1	NM_014686.5	NP_055501.2
GPI	GPI	NM_000175.5	NP_000166.2
PDCD2L	PDCD2L	NM_032346.2	NP_115722.1
UBA2	UBA2	NM_005499.3	NP_005490.1
WTIP	WTIP	NM_001080436.2	NP_001073905.1
SCGB2B2	SCGB2B2	NM_001025591.4	NP_001020762.1
ZNF302	ZNF302	NM_001289187.2	NP_001276116.1
ZNF181	ZNF181	NM_001029997.4	NP_001025168.2
ZNF599	ZNF599	NM_001007248.3	NP_001007249.1
ZNF30	ZNF30	NM_194325.3	NP_919306.2
ZNF792	ZNF792	NM_175872.5	NP_787068.3
GRAMD1A	GRAMD1A	NM_020895.5	NP_065946.2
SCN1B	SCN1B	NM_001037.5	NP_001028.1
HPN	HPN	NM_001384133.1	NP_001371062.1
FXYD3	FXYD3	NM_005971.4	NP_005962.1
LGI4	LGI4	NM_139284.3	NP_644813.1
FXYD1	FXYD1	NM_021902.4	NP_068702.1
FXYD7	FXYD7	NM_022006.2	NP_071289.1
FXYD5	FXYD5	NM_014164.6	NP_054883.3
FAM187B	FAM187B	NM_152481.2	NP_689694.1
LSR	LSR	NM_205834.4	NP_991403.2
USF2	USF2	NM_003367.4	NP_003358.1
HAMP	HAMP	NM_021175.4	NP_066998.1
MAG	MAG	NM_002361.4	NP_002352.1
CD22	CD22	NM_001771.4	NP_001762.2
FFAR1	FFAR1	NM_005303.3	NP_005294.1
FFAR3	FFAR3	NM_005304.5	NP_005295.1
GPR42	GPR42	NM_001348195.2	NP_001335124.1
FFAR2	FFAR2	NM_001370087.1	NP_001357016.1
KRTDAP	KRTDAP	NM_207392.3	NP_997275.1
DMKN	DMKN	NM_033317.5	NP_201574.4
SBSN	SBSN	NM_001166034.2	NP_001159506.1
GAPDHS	GAPDHS	NM_014364.5	NP_055179.1
TMEM147	TMEM147	NM_032635.4	NP_116024.1
ATP4A	ATP4A	NM_000704.3	NP_000695.2
PMIS2	PMIS2	NM_001395412.1	NP_001382341.1
HAUS5	HAUS5	NM_015302.2	NP_056117.1
RBM42	RBM42	NM_024321.5	NP_077297.2
ETV2	ETV2	NM_014209.4	NP_055024.2
COX6B1	COX6B1	NM_001863.5	NP_001854.1
UPK1A	UPK1A	NM_007000.4	NP_008931.1
ZBTB32	ZBTB32	NM_014383.3	NP_055198.1
KMT2B	KMT2B	NM_014727.3	NP_055542.1
IGFLR1	IGFLR1	NM_024660.4	NP_078936.1
U2AF1L4	U2AF1L4	NM_001040425.3	NP_001035515.1
PSENEN	PSENEN	NM_172341.4	NP_758844.1
LIN37	LIN37	NM_019104.3	NP_061977.1
HSPB6	HSPB6	NM_144617.3	NP_653218.1
PROSER3	PROSER3	NM_001367856.1	NP_001354785.1
ARHGAP33	ARHGAP33	NM_001366178.1	NP_001353107.1
PRODH2	PRODH2	NM_021232.2	NP_067055.2
NPHS1	NPHS1	NM_004646.4	NP_004637.1
KIRREL2	KIRREL2	NM_199180.4	NP_954649.3
APLP1	APLP1	NM_001024807.3	NP_001019978.1
HCST	HCST	NM_014266.4	NP_055081.1
TYROBP	TYROBP	NM_003332.4	NP_003323.1
LRFN3	LRFN3	NM_024509.2	NP_078785.1
SDHAF1	SDHAF1	NM_001042631.3	NP_001036096.2
SYNE4	SYNE4	NM_001039876.3	NP_001034965.1
ALKBH6	ALKBH6	NM_032878.5	NP_116267.4
CLIP3	CLIP3	NM_015526.3	NP_056341.1
THAP8	THAP8	NM_152658.3	NP_689871.1
WDR62	WDR62	NM_001083961.2	NP_001077430.1
OVOL3	OVOL3	NM_001302757.2	NP_001289686.1
POLR2I	POLR2I	NM_006233.5	NP_006224.1
TBCB	TBCB	NM_001281.3	NP_001272.2
CAPNS1	CAPNS1	NM_001749.4	NP_001740.1
COX7A1	COX7A1	NM_001864.4	NP_001855.1
ZNF565	ZNF565	NM_152477.5	NP_689690.3
ZNF146	ZNF146	NM_007145.3	NP_009076.2
ZFP14	ZFP14	NM_020917.3	NP_065968.1
ZFP82	ZFP82	NM_133466.4	NP_597723.1
ZNF566	ZNF566	NM_001145344.1	NP_001138816.1
ZNF260	ZNF260	NM_001166037.2	NP_001159509.1
ZNF529	ZNF529	NM_020951.5	NP_066002.3
ZNF382	ZNF382	NM_032825.5	NP_116214.2
ZNF461	ZNF461	NM_153257.5	NP_694989.2
ZNF567	ZNF567	NM_001322917.1	NP_001309846.1
ZNF850	ZNF850	NM_001193552.2	NP_001180481.1
ZNF790	ZNF790	NM_206894.4	NP_996777.2
ZNF345	ZNF345	NM_001242472.2	NP_001229401.1
ZNF829	ZNF829	NM_001037232.4	NP_001032309.2
ZNF568	ZNF568	NM_198539.4	NP_940941.2
ZNF420	ZNF420	NM_144689.5	NP_653290.2
ZNF585A	ZNF585A	NM_001288800.2	NP_001275729.1
ZNF585B	ZNF585B	NM_152279.4	NP_689492.3
ZNF383	ZNF383	NM_001387601.1	NP_001374530.1
ZNF875	ZNF875	NM_001353803.2	NP_001340732.1
ZNF527	ZNF527	NM_032453.2	NP_115829.1
ZNF569	ZNF569	NM_152484.3	NP_689697.2
ZNF570	ZNF570	NM_144694.5	NP_653295.1
